,city,price,rating,store,title,ulasan
2403,Probolinggo,2.199.000,0,"
ASIAN accesories
",VIVO Y12 RAM 3GB - 64GB,0
2404,Probolinggo,1.125.000,0,"
ASIAN accesories
",ADVAN G2 PRO RAM 3GB-32GB,0
2405,Mataram,3.500.000,0,"
sandy
",Iphone 7 256GB,0
2406,Cirebon,7.300.000,0,"
nugraha
",Nubia Red  Magic 3 ram 12gb,0
2407,Jakarta Selatan,2.925.000,0,"
kardoncestoreJablon cell
",Samsung Galaxy A50 Ram 4Gb Black Mulus Fullset Garansi Sein,0
2408,Jakarta Selatan,2.700.000,0,"
kardoncestoreJablon cell
",Samsung Galaxy S7 Edge Dual Sim 128Gb Sein Hp Plus Charger aja,0
2409,Jakarta Selatan,2.800.000,0,"
kardoncestoreJablon cell
",Samsung Galaxy S7 Edge Dual Sim 128Gb Sein Mulus Batangan,0
2410,Bekasi,2.860.000,0,"
JJ SHOP
",REALME 5 PRO RAM 4GB ROM 128GB GARANSI RESMI,0
2411,Bekasi,2.860.000,5.0,"
JJ SHOP
",REALME 5 PRO,4
2412,Tangerang Selatan,1.800.000,0,"
Rumah Titip Gadai
",Iphone 6 32 GB Gold,0
2413,Jakarta Selatan,5.750.000,0,"
Rumah Kosmetik
",iPhone 6s Plus 32GB Garansi Resmi Tam Indonesia,0
2414,Jakarta Selatan,5.399.000,0,"
Rumah Kosmetik
",iPhone 6s Plus Garansi Resmi Tam - Belum Aktif - GOLD,0
2415,Jakarta Selatan,5.399.000,0,"
Rumah Kosmetik
",iPhone 6s Plus Garansi Resmi Tam - Belum Aktif - GREY,0
2416,Jakarta Selatan,5.399.000,0,"
Rumah Kosmetik
",iPhone 6s Plus Garansi Resmi Tam - Belum Aktif - Rose GOLD,0
2417,Palembang,790.000,5.0,"
RADEN FADLAN
",Motorola RAZR2 V9,1
2418,Palembang,550.000,4.8,"
RADEN FADLAN
",Motorola razr v3 black,5
2419,Palembang,390.000,0,"
RADEN FADLAN
",Sony ericsson G700 G700i Business Edition Mineral Gray,0
2420,Palembang,380.000,5.0,"
RADEN FADLAN
",Nokia 6300 original nokia,1
2421,Kebumen,385.000,5.0,"
provis_online
",BlackBerry Apollo 9360,1
2422,Kebumen,5.125.000,0,"
provis_online
",Realme 2 Pro RAM 8GB ROM 128GB,0
2423,Kebumen,220.000,4.5,"
provis_online
",ALCATEL ONE TOUCH 818 D ( DUAL SIM ) NEW,31
2424,Kebumen,5.525.000,5.0,"
provis_online
",Samsung K-Zoom Garansi Resmi,1
2425,Kebumen,2.860.000,5.0,"
provis_online
",Imoo Z5 Watch Phone ORIGINAL Garansi Resmi,1
2426,Bekasi,3.299.000,0,"
Priadi Bl4700
",Oppo K3 Ram 6-64gb Garansi Resmi Oppo New,0
2427,Kab. Bogor,3.200.000,0,"
Acep Suryana
",iphone 7 plus,0
2428,Bekasi,15.099.000,0,"
Priadi Bl4700
",Samsung galaxy note 10 plus Garansi Resmi Sein NEW 512Gb,0
2429,Wonosobo,380.000,0,"
mutri Cha
",SAMSUNG J120 Samsung J1 2016 minus kaca fungsi normal,0
2430,Jakarta Barat,1.850.000,0,"
amal basri
",iPhone 6 128GB,0
2431,Jakarta Pusat,9.000.000,0,"
Jonathan Kurnia Jaya
",Samsung NOTE 9 -128 GB BLACK - Second,0
2432,Jakarta Timur,2.240.000,5.0,"
Pusat Handphone
",Vivo y15,3
2433,Jakarta Barat,2.954.000,0,"
Cahya Cellular
",Realme 5 Pro,0
2434,Jakarta Barat,2.000.000,5.0,"
Senjaya Selindo
",Realme 2 Pro Ram 4GB Internal 64GB Garansi Resmi Oppo,2
2435,Jakarta Barat,2.954.000,5.0,"
Cahya Cellular
",Samsung Galaxy M30,2
2436,Jakarta Barat,1.574.000,4.8,"
Cahya Cellular
",Samsung Galaxy M10,41
2437,Jakarta Barat,4.654.000,4.0,"
Cahya Cellular
",Samsung Galaxy A50s,1
2438,Jakarta Barat,19.580.000,0,"
Senjaya Selindo
",Apple Iphone X 256Gb Garansi Resmi TAM,0
2439,Jakarta Barat,2.284.000,5.0,"
Cahya Cellular
",Samsung Galaxy M20,13
2440,Jakarta Barat,2.154.000,4.8,"
Cahya Cellular
",SAMSUNG A20,26
2441,Jakarta Barat,16.825.000,0,"
Senjaya Selindo
",Apple Iphone X 64Gb Garansi Resmi TAM,0
2442,Jakarta Barat,5.564.000,5.0,"
Cahya Cellular
",Samsung Galaxy A70,13
2443,Jakarta Barat,2.994.000,4.9,"
Cahya Cellular
",Samsung Galaxy A7 2018,34
2444,Jakarta Barat,1.664.000,4.8,"
Cahya Cellular
",Samsung Galaxy A10,5
2445,Jakarta Barat,2.474.000,4.9,"
Cahya Cellular
",Redmi note 7,48
2446,Jakarta Barat,2.594.000,4.9,"
Cahya Cellular
",XIAOMI REDMI NOTE 7 - TAM,31
2447,Jakarta Barat,2.284.000,5.0,"
Cahya Cellular
",Samsung Galaxy M20 - RAM 3GB,61
2448,Jakarta Timur,2.649.000,5.0,"
Pusat Handphone
",REALME 3 PRO - RESMI,8
2449,Jakarta Barat,3.864.000,0,"
Cahya Cellular
",Samsung A50s,0
2450,Tangerang,15.500.000,0,"
king rey
",samsung galaxy note10plus aurora black,0
2451,Jakarta Utara,5.500.000,0,"
syaepul hamdi
",Iphone 7 Plus 128 GB,0
2452,Jakarta Timur,1.310.000,4.9,"
Pusat Handphone
",REALME C2 RESMI,18
2453,Jakarta Timur,2.650.000,4.8,"
Pusat Handphone
",REALME 3 PRO,19
2454,Jakarta Timur,2.059.000,4.9,"
Pusat Handphone
",REALME 3 4GB 64GB,31
2455,Jakarta Timur,3.275.000,4.9,"
Pusat Handphone
",REALME 3 PRO 6GB 128GB,60
2456,Jakarta Barat,20.600.000,0,"
Senjaya Selindo
",Apple Iphone XS Max 64GB Garansi Resmi Tam,0
2457,Jakarta Barat,23.550.000,0,"
Senjaya Selindo
",Apple Iphone XS Max 256GB Garansi Resmi Tam,0
2458,Jakarta Barat,27.350.000,0,"
Senjaya Selindo
",Apple Iphone XS Max 512GB Garansi Resmi Tam,0
2459,Jakarta Barat,2.099.000,0,"
Senjaya Selindo
",Oppo A5S Ram 3Gb Internal 32Gb Garansi Resmi Oppo,0
2460,Jakarta Barat,3.699.000,0,"
Senjaya Selindo
",Oppo F11 Ram 4Gb Internal 128Gb Garansi Resmi Oppo,0
2461,Jakarta Barat,4.599.000,0,"
Senjaya Selindo
",Oppo F11 Pro Ram 6Gb Internal 64Gb Garansi Resmi Oppo,0
2462,Jakarta Barat,3.699.000,0,"
Senjaya Selindo
",Realme 3 Pro Ram 6Gb Internal 128Gb Garansi Resmi Oppo,0
2463,Jakarta Barat,2.999.000,4.5,"
Senjaya Selindo
",Realme 3 Pro Ram 4Gb Internal 64Gb Garansi Resmi Oppo,2
2464,Jakarta Barat,2.399.000,5.0,"
Senjaya Selindo
",Realme 3 Ram 4gb Internal 64gb Garansi Resmi Oppo,6
2465,Jakarta Barat,1.399.000,4.8,"
Senjaya Selindo
",Realme C2 Ram 2Gb Internal 16Gb Garansi Resmi Oppo,33
2466,Jakarta Barat,2.525.000,4.8,"
Senjaya Selindo
",Xiaomi Redmi Note 7 Ram 4GB Internal 64GB Garansi Distributor 1 Tahun,385
2467,Jakarta Timur,1.499.000,4.9,"
Pusat Handphone
",REALME C2 3GB 32GB RESMI,90
2468,Batam,9.400.000,5.0,"
TMT Store
",RED MAGIC 3 RAM 12GB MEMORY 256GB NEW,1
2469,Bekasi,4.299.000,0,"
Priadi Bl4700
",Samsung Galaxy A50s Ram 6-128Gb Garansi Resmi Sein New,0
2470,Jakarta Timur,1.870.000,5.0,"
Pusat Handphone
",XIAOMI REDMI 7 3-32 TAM,5
2471,Jakarta Timur,2.559.000,4.9,"
Pusat Handphone
",XIAOMI REDMI NOTE - 7 TAM,45
2472,Batam,8.900.000,0,"
TMT Store
",ONEPLUS 7 RAM 12GB MEMORY 256GB NEW,0
2473,Jakarta Timur,5.050.000,5.0,"
Pusat Handphone
",SAMSUNG GALAXY A70,1
2474,Jakarta Timur,3.100.000,0,"
muhammad fauzi
",samsung m30 new garansi resmi,0
2475,Jakarta Timur,3.869.000,5.0,"
Pusat Handphone
",SAMSUNG GALAXY A50S,1
2476,Jakarta Timur,8.500.000,0,"
muhammad fauzi
",samsung a80 molrk bangetttt,0
2477,Jakarta Timur,4.060.000,4.5,"
Pusat Handphone
",SAMSUNG A50 SEIN,6
2478,Jakarta Timur,1.580.000,4.6,"
Pusat Handphone
",SAMSUNG GALAXY A10,7
2479,Jakarta Timur,2.830.000,5.0,"
Pusat Handphone
",SAMSUNG GALAXY A30,6
2480,Jakarta Timur,2.220.000,5.0,"
Pusat Handphone
",SAMSUNG GALAXY M20,5
2481,Jakarta Timur,3.289.000,4.9,"
Pusat Handphone
",SAMSUNG GALAXY A50,182
2482,Surabaya,1.399.000,0,"
Kenzo Aprilino
",Lenovo Vibe Shot Dual SIM 4G BUKAN HYBRID Mulus Garansi,0
2483,Surabaya,1.499.900,0,"
Kenzo Aprilino
",Motorola Moto G5s Plus warna Grey Garansi 11 Bulan Mulus Lengkap,0
2484,Surabaya,1.650.000,5.0,"
Kenzo Aprilino
",Huawei Honor 9 Lite Blue Biru Mulus LIKE NEW,1
2485,Surabaya,1.899.900,0,"
Kenzo Aprilino
",Asus Zenfone Zoom S Mulus Lengkap Garansi 2019,0
2486,Surabaya,2.250.000,5.0,"
Kenzo Aprilino
",Infinix Zero 5 RAM 6-64GB Dual-Camera Sony Dual SIM Bukan Hybrid,1
2487,Bandung Barat,2.550.000,0,"
Cyber AxXon NET
",IPHONE SE 16 G,0
2488,Rejang Lebong,475.000,0,"
EXCUTIVE MUDA
",SAMSUNG C3520 ORIGINAL  PINK,0
2489,Rejang Lebong,1.299.900,0,"
EXCUTIVE MUDA
",XIAOMI REDMI 7A  PRO  INTERNAL  32  GB,0
2490,Sidoarjo,2.700.000,0,"
ALIEZA SHOP bl
",samsung a7. 2017 mulus,0
2491,Sleman,4.350.000,0,"
Asty Ashar
",Xiaomi mi 9 full set,0
2492,Jakarta Barat,225.000,0,"
Ping Collection
",nexian journey android one Black,0
2493,Jakarta Barat,8.500.000,0,"
Edwin Cahyono
",iPhone Xr 128gb dual nano red,0
2494,Jakarta Pusat,825.000,0,"
Niyannurin
",SONY Z3 plus ram 3 32 Ori bukan DOCOMO nego tipis gan fungsi normal ada NFC gan,0
2495,Bandung,12.500.000,0,"
Reni Agustina
",iPhone XS MAX 256gb silver,0
2496,Jakarta Pusat,7.500.000,0,"
Prayoga RFM
",IPHONE XS MAX 256GB,0
2497,Batam,5.000.000,0,"
Jusman Syafii
",Google Pixel 3XL Black 128gb US Edition,0
2498,Penajam Paser Utara,5.500.000,0,"
Robianti
",Samsung note 9 Duos,0
2499,Jakarta Barat,1.799.000,0,"
Senjaya Selindo
",Oppo A1K Ram 2Gb Internal 32Gb Garansi Resmi Oppo,0
2500,Jakarta Barat,5.810.000,0,"
Senjaya Selindo
",Apple Iphone 6S Plus 32GB Garansi Resmi Tam,0
2501,Jakarta Barat,8.850.000,0,"
Senjaya Selindo
",Apple Iphone 7 Plus 32GB Garansi Resmi Tam,0
2502,Jakarta Barat,11.240.000,0,"
Senjaya Selindo
",Apple Iphone 8 64GB Garansi Resmi Tam,0
2503,Jakarta Barat,14.120.000,0,"
Senjaya Selindo
",Apple Iphone 8 256GB Garansi Resmi Tam,0
2504,Jakarta Barat,13.155.000,0,"
Senjaya Selindo
",Apple Iphone 8 Plus 64GB Garansi Resmi Tam,0
2505,Jakarta Barat,16.050.000,0,"
Senjaya Selindo
",Apple Iphone 8 Plus 256GB Garansi Resmi Tam,0
2506,Jakarta Barat,14.160.000,0,"
Senjaya Selindo
",Apple Iphone XR 64GB Garansi Resmi Tam,0
2507,Jakarta Barat,15.150.000,0,"
Senjaya Selindo
",Apple Iphone XR 128GB Garansi Resmi Tam,0
2508,Jakarta Barat,17.000.000,0,"
Senjaya Selindo
",Apple Iphone XR 256GB Garansi Resmi Tam,0
2509,Jakarta Barat,18.810.000,0,"
Senjaya Selindo
",Apple Iphone XS 64GB Garansi Resmi Tam,0
2510,Jakarta Barat,21.650.000,0,"
Senjaya Selindo
",Apple Iphone XS 256GB Garansi Resmi Tam,0
2511,Jakarta Barat,25.452.000,0,"
Senjaya Selindo
",Apple Iphone XS 512GB Garansi Resmi Tam,0
2512,Banjarmasin,4.500.000,0,"
Juhanda KJ
",jual huawei p30 pro ram 8 internal 256 GB komplit mulus,0
2513,Samarinda,4.700.000,0,"
Surianto
",jual huawei p30 pro ram 8 internal 256 GB fullset mulus,0
2514,Jakarta Timur,14.550.000,0,"
uno ponsel
",SAMSUNG GALAXY NOTE 10 PLUS 256 GB - RAM 12 GB - INTERNAL 256 GB,0
2515,Jakarta Timur,2.950.000,5.0,"
uno ponsel
",XIAOMI MI MAX 3 - 64GB -  RAM 4GB - ROM 64 GB - MIMAX 3,4
2516,Jakarta Timur,1.175.000,4.6,"
uno ponsel
",GOME FENMMY NOTE 4-64,70
2517,Jakarta Timur,2.745.000,4.9,"
uno ponsel
",XIAOMI MI PLAY,63
2518,Jakarta Timur,4.150.000,5.0,"
uno ponsel
",XIAOMI MI 9T 6 - 64 GB Mi9T - REDMI K20 64GB,1
2519,Jakarta Timur,2.600.000,5.0,"
uno ponsel
",XIAOMI REDMI NOTE 7 4-128GB,6
2520,Jakarta Timur,2.990.000,5.0,"
uno ponsel
",XIAOMI MI A3 128GB -  RAM 4GB - ROM 128GB - MIA3,2
2521,Jakarta Timur,5.350.000,0,"
uno ponsel
",XIAOMI REDMI K20 PRO 6-64 RAM 6GB INTERNSL 64GB,0
2522,Jakarta Timur,3.175.000,0,"
uno ponsel
",XIAOMI MI MAX 3 - 128GB -  RAM 6GB - ROM 128 GB - MIMAX 3,0
2523,Jakarta Timur,1.785.000,4.9,"
uno ponsel
",XIAOMI REDMI 7,63
2524,Jakarta Timur,4.550.000,0,"
uno ponsel
",XIAOMI MI 9T  6 - 128 GB Mi9T - REDMI K20 128GB,0
2525,Jakarta Timur,3.399.000,4.8,"
uno ponsel
",XIAOMI REDMI NOTE 7,41
2526,Jakarta Timur,4.099.000,4.9,"
uno ponsel
",XIAOMI MI 9 SE - RAM 6GB - INTERNAL 128GB,30
2527,Jakarta Timur,1.900.000,4.0,"
uno ponsel
",XIAOMI REDMI 7 3-64,1
2528,Jakarta Timur,2.775.000,5.0,"
uno ponsel
",XIAOMI MI A3 64GB -  RAM 4GB - ROM 64GB - MIA3,1
2529,Jakarta Timur,5.999.000,0,"
uno ponsel
",XIAOMI MI 9,0
2530,Jakarta Timur,4.150.000,4.8,"
uno ponsel
",XIAOMI POCOPHONE F1 128GB -  RAM 6GB - ROM 128 GB - POCO PHONE,78
2531,Jakarta Timur,5.499.000,5.0,"
uno ponsel
",XIAOMI MI 8 EKSPLORER PRO 128 GB - RAM 8GB- INTERNAL 128GB - MI8 PRO,8
2532,Jakarta Timur,1.285.000,5.0,"
uno ponsel
",LENOVO S5 4-64,2
2533,Jakarta Timur,15.500.000,0,"
uno ponsel
",SAMSUNG GALAXY NOTE 10 PLUS 512 GB - RAM 12 GB - INTERNAL 512 GB,0
2534,Bekasi,1.225.000,5.0,"
SAHABAT CELL
",INFINIX SMART 3 PLUS RAM 2GB INTERNAL 32GB,1
2535,Bekasi,3.549.000,0,"
SAHABAT CELL
",oppo k3 ram 6gb internal 64gb resmi,0
2536,Bekasi,1.725.000,4.8,"
SAHABAT CELL
",asus zenfone max m2 ram 3gb internal 32gb resmi asus,13
2537,Bekasi,1.050.000,5.0,"
SAHABAT CELL
",LAVA I88 RAM 2GB INTERNAL 16GB RESMI,1
2538,Bekasi,2.625.000,0,"
SAHABAT CELL
",VIVO Y17 Smartphone internal 128 GB ram 4 GB,0
2539,Bekasi,3.525.000,0,"
SAHABAT CELL
",vivo v15 6gb internal 64gb resmi 2 tahun,0
2540,Bekasi,1.485.000,5.0,"
SAHABAT CELL
",VIVO Y91C Smartphone internal 32 GB ram2 GB FREE GIF,3
2541,Bekasi,1.999.000,0,"
SAHABAT CELL
",VIVO Y12 RAM 3GB INTERNAL 64GB FREE GIF TAS - SPEAKER JBL-HF BLUTOOTE JBL,0
2542,Bekasi,2.599.000,5.0,"
SAHABAT CELL
",honor 10 lite 4gb per 64gb resmi,2
2543,Bekasi,1.975.000,0,"
SAHABAT CELL
",infinix s4 ram 6gb internal 64gb,0
2544,Bekasi,1.699.000,4.8,"
SAHABAT CELL
",MOTOROLA MOTO M 32GB RESMI,99
2545,Bekasi,1.025.000,4.8,"
SAHABAT CELL
",asus zenfone live L2 2gb internal 16gb,38
2546,Bekasi,2.049.000,4.8,"
SAHABAT CELL
",asus zenfone max m2 ram 4gb internal 64gb,16
2547,Bekasi,3.299.000,0,"
SAHABAT CELL
",VIVO S1 RAM 4GB INTERNAL 128GB  FREE GIF,0
2548,Bekasi,2.399.000,0,"
SAHABAT CELL
",vivo y15  ram 4gb internal 64gb FREE Gif,0
2549,Bekasi,2.999.000,0,"
SAHABAT CELL
",VIVO Z1 PRO RAM 4GB INTERNAL 64GB FREE BAG HF JBL SPEAKER  JBL,0
2550,Bekasi,1.365.000,5.0,"
SAHABAT CELL
",INFINIX SMART 3 PLUS RAM 3GB INTERNAL 32GB,14
2551,Bekasi,1.549.000,4.8,"
SAHABAT CELL
",LENOVO K9 RAM 3GB INTERNAL 32GB,27
2552,Bekasi,2.749.000,0,"
SAHABAT CELL
",Realme 5 pro Smartphone INTERNAL 128 GB  RAM4 GB,0
2553,Bekasi,1.450.000,4.9,"
SAHABAT CELL
",ASUS ZENFONE 4 SELFIE 64GB RAM 4GB RESMI ASUS FREE TONGSIS,40
2554,Bekasi,1.899.000,0,"
SAHABAT CELL
",VIVO Y12 RAM 3GB INTERNAL 32GB FREE GIF TAS - SPEAKER JBL-HF BLUTOOTE JBL,0
2555,Bekasi,3.999.000,0,"
SAHABAT CELL
",OPPO A9 2020 Smartphone INTERNAL 128 GB RAM 8 GB,0
2556,Jakarta Selatan,8.800.000,0,"
Ferdi Bl7272
",Huawei P30 Pro 8-256GB Belum Sebulan Garansi Resmi Mulus Fullset,0
2557,Jakarta Selatan,3.500.000,0,"
Ferdi Bl7272
",Samsung A70 Black Mulus 99 Like New,0
2558,Kab. Bogor,1.650.000,4.9,"
INTERNAL ONLINE SHOP
",Oppo A3S RAM 2GB ROM 16GB,13
2559,Kab. Bogor,1.185.000,4.9,"
INTERNAL ONLINE SHOP
",Xiaomi Redmi 6A RAM 2GB ROM 16GB,58
2560,Kab. Bogor,2.530.000,4.8,"
INTERNAL ONLINE SHOP
",Xiaomi Redmi Note 7,782
2561,Kab. Bogor,1.490.000,4.8,"
INTERNAL ONLINE SHOP
",Xiaomi Redmi 7,89
2562,Kab. Bogor,1.599.000,5.0,"
INTERNAL ONLINE SHOP
",Samsung Galaxy A10,6
2563,Kab. Bogor,1.500.000,4.8,"
INTERNAL ONLINE SHOP
",Realme C2 RAM 3GB ROM 32GB,95
2564,Kab. Bogor,1.800.000,5.0,"
INTERNAL ONLINE SHOP
",Realme 3 RAM 3GB ROM 32GB,10
2565,Kab. Bogor,1.255.000,4.9,"
INTERNAL ONLINE SHOP
",Xiaomi Redmi 7A RAM 2GB ROM 16GB,19
2566,Kab. Bogor,1.320.000,4.8,"
INTERNAL ONLINE SHOP
",Realme C2 RAM 2GB ROM 32GB,4
2567,Kab. Bogor,2.780.000,4.8,"
INTERNAL ONLINE SHOP
",Realme 3 Pro RAM 6GB ROM 64GB,5
2568,Kab. Bogor,1.840.000,4.4,"
INTERNAL ONLINE SHOP
",Realme 3 RAM 3GB ROM 64GB,5
2569,Kab. Bogor,2.730.000,0,"
INTERNAL ONLINE SHOP
",Realme 5 Pro RAM 4GB ROM 128GB,0
2570,Kab. Bogor,3.750.000,0,"
INTERNAL ONLINE SHOP
",Realme 5 Pro RAM 8GB ROM 128GB,0
2571,Kab. Bogor,3.880.000,0,"
INTERNAL ONLINE SHOP
",Samsung Galaxy A50s,0
2572,Jakarta Pusat,1.240.000,4.9,"
Media Komunika
",POLYTRON PRIME 7S P520 4G NFC RAM 3GB ROM 64GB,22
2573,Jakarta Pusat,1.290.000,4.7,"
Media Komunika
",POLYTRON PRIME 7 PRO P552 - Android 4G 5.5 Inch - RAM 3Gb ROM 32Gb,63
2574,Jakarta Pusat,595.000,0,"
Media Komunika
",VAVA X2 - ANDROID 4G 5Inch - RAM 1GB ROM 8GB,0
2575,Jakarta Pusat,149.000,0,"
Media Komunika
",iCHERRY C96 TURBO - CANDYBAR 2.4Inch - BIG SPEAKER,0
2576,Depok,750.000,4.6,"
MisterBB Depok Store
",Samsung S5 G900H Gold Resmi Sein Original Mulus,25
2577,Depok,1.650.000,4.5,"
MisterBB Depok Store
",Samsung S7 Flat G930FD Duos Resmi SEIN Masuk angin,6
2578,Depok,1.675.000,0,"
MisterBB Depok Store
",Samsung Galaxy A7 2017 Duos 4G LTE Resmi SEIN Original,0
2579,Depok,875.000,4.1,"
MisterBB Depok Store
",Samsung Galaxy J5 2016 Resmi SEIN Original Murah Saja Bos,18
2580,Depok,1.599.000,4.2,"
MisterBB Depok Store
",Samsung Galaxy S7 Flat Duos G930FD Resmi SEIN Original Murah Gan,4
2581,Depok,650.000,0,"
MisterBB Depok Store
",Samsung Galaxy E5 Duos Resmi SEIN Original Paling Murah,0
2582,Depok,1.075.000,0,"
MisterBB Depok Store
",Samsung Galaxy A5 2016 Duos RESMI SEIN Original Murah Juragan,0
2583,Depok,875.000,4.6,"
MisterBB Depok Store
",Samsung Galaxy J7 2015 Duos Resmi SEIN 4G LTE Original muluss juragan,10
2584,Depok,1.899.000,4.8,"
MisterBB Depok Store
",Samsung Galaxy Note 5 Dual Sim Resmi SEIN No shadow,20
2585,Depok,799.000,0,"
MisterBB Depok Store
",Samsung Galaxy J5 2016 Single 4G LTE Original Paling Murah,0
2586,Depok,2.999.000,0,"
MisterBB Depok Store
",Samsung Galaxy Note FE Dual Resmi SEIN Original paling Murah,0
2587,Depok,875.000,0,"
MisterBB Depok Store
",Samsung Galaxy Note 2 N7105 4G LTE Ram 2GB Original Paling Murah Bos,0
2588,Depok,1.699.000,0,"
MisterBB Depok Store
",Samsung Galaxy A9 Pro 2016 Dual Sim Ram 4GB Resmi SEIN Original Paling Murah,0
2589,Depok,2.650.000,0,"
MisterBB Depok Store
",Samsung Galaxy S8 Plus 64GB Duos Resmi SEIN Paling Murah,0
2590,Depok,2.850.000,0,"
MisterBB Depok Store
",Samsung Galaxy Note FE Single 4G LTE Original Termurah Bos,0
2591,Kepulauan Seribu,2.500.000,0,"
Eko Store
",HOT PROMO HP OPPO K3 PRO RAM 8GB INTERNAL 128GB,0
2592,Kepulauan Seribu,2.300.000,0,"
Eko Store
",HOT PROMO HP OPPO F11 PRO RAM 6GB INTERNAL 64GB,0
2593,Kepulauan Seribu,2.600.000,0,"
Eko Store
",HOT PROMO HP VIVO Z1 PRO RAM 6GB INTERNAL 128GB,0
2594,Kepulauan Seribu,2.400.000,0,"
Eko Store
",HOT PROMO HP SAMSUNG GALAXI A50 RAM 6GB INTERNAL 128GB,0
2595,Jakarta Pusat,12.999.000,5.0,"
putragroup
",READY STOCK SAMSUNG S10 Plus 128GB RAM 8GB GARANSI SAMSUNG 1 Tahun SEGEL TERMURAH BLACK - WHITE - GREEN 128,2
2596,Jakarta Pusat,17.500.000,0,"
putragroup
",DUAL SIM iPhone 256GB - 256 11 - Gold - Grey - Green - Silver Garansi Apple 1 Tahun,0
2597,Jakarta Pusat,15.500.000,0,"
putragroup
",DUAL SIM iPhone 64GB - 64 11 - Gold - Grey - Green - Silver Garansi Apple 1 Tahun,0
2598,Jakarta Pusat,7.000.000,0,"
indahshop
",Samsung Note 8 Orchird Grey ISTIMEWA Like New Fullset SEIN,0
2599,Bandung,3.000.000,0,"
MMGadget
",READY DOOGEE S40 Rugged IP68 IP69 NFC Android 9.0 LTE 3GB RAM 32GB 4650mAh,0
2600,Cianjur,200.000,0,"
KAKA
",Nokia 8250 jadul unik,0
2601,Jakarta Barat,620.000,4.9,"
Grade A Store
",SHARP SH04H lecet,13
2602,Jakarta Barat,790.000,4.6,"
Grade A Store
",SHARP SH04H like NEW,43
2603,Jakarta Barat,800.000,4.7,"
Grade A Store
",SONY XPERIA X PERFORMANCE MULUS,28
2604,Jakarta Barat,770.000,4.7,"
Grade A Store
",SONY X COMPACT MULUS,10
2605,Jakarta Barat,780.000,5.0,"
Grade A Store
",SHARP AQUOS 506SH,2
2606,Jakarta Barat,750.000,4.9,"
Grade A Store
",SONY XPERIA Z5 MULUSS,15
2607,Jakarta Barat,950.000,4.6,"
Grade A Store
",SONY Z5 premium,5
2608,Jakarta Barat,1.300.000,5.0,"
Grade A Store
",SONY XPERIA XZS,1
2609,Jakarta Barat,697.000,4.7,"
Grade A Store
",SHARP AQUOS SH-04H,130
2610,Jakarta Barat,2.808.000,4.9,"
EMPEROR GADGET
",SAMSUNG GALAXY A30,42
2611,Jakarta Barat,3.288.000,5.0,"
EMPEROR GADGET
",SAMSUNG GALAXY A50,55
2612,Jakarta Barat,2.508.000,4.9,"
EMPEROR GADGET
",Xiaomi Redmi Note 7 TAM,28
2613,Jakarta Barat,1.618.000,4.4,"
EMPEROR GADGET
",SAMSUNG A10,20
2614,Jakarta Barat,2.068.000,4.9,"
EMPEROR GADGET
",SAMSUNG A20,135
2615,Jakarta Barat,1.548.000,4.4,"
EMPEROR GADGET
",SAMSUNG M10,23
2616,Jakarta Barat,1.038.000,4.5,"
EMPEROR GADGET
",SAMSUNG A2 CORE RAM 1-8GB RESMI SAMSUNG,2
2617,Jakarta Pusat,1.550.000,0,"
Giaa
",samsung galaxy A10 mulus,0
2618,Jakarta Pusat,2.199.000,0,"
MULTI SELULAR
",Samsung Galaxy M20 GRS Resmi Samsung indonesia SEIN,0
2619,Jakarta Pusat,1.550.000,0,"
Giaa
",nokia 6 silver,0
2620,Surabaya,3.549.000,5.0,"
kokowtc
",OPPO K3 Ram 6gb internal 64gb,11
2621,Surabaya,1.465.000,5.0,"
tonyjadulstore
",Zenfone Max M1 RAM 3GB ZB555KL NEW SEGEL GARANSI RESMI,1
2622,Jakarta Pusat,2.399.000,5.0,"
KLIKSTORE
",OPPO F9 RAM 4GB INTERNAL 64GB SECOND FULLSET ORIGINAL,1
2623,Jakarta Pusat,4.299.000,0,"
KLIKSTORE
",Samsung Galaxy S8 Dual Sim 64Gb Second Original Ex Resmi SEIN,0
2624,Jakarta Pusat,1.600.000,5.0,"
KLIKSTORE
",Oppo A3s Ram 3Gb Internal 32GB Dual Camera Second Lengkap Resmi,1
2625,Kab. Kediri,4.000.000,0,"
Dwi Munica
",samsung s9 plus,0
2626,Langsa,1.200.000,0,"
arif sudrajat
",HP FLIP BADAK OUTDOOR TAHAN AIR,0
2627,Jakarta Pusat,2.359.000,5.0,"
MULTI SELULAR
",Samsung Galaxy J8 Garansi Resmi SEIN,5
2628,Jakarta Pusat,1.899.000,4.9,"
MULTI SELULAR
",Samsung Galaxy J6 Ram 3Gb Rom 32Gb Garansi Resmi SEIN,19
2629,Jakarta Pusat,1.999.000,0,"
MULTI SELULAR
",Samsung Galaxy J6 Plus Ram3 Rom 32gb Grs Resmi Samsung SEIN,0
2630,Jakarta Pusat,2.279.000,4.8,"
MULTI SELULAR
",Samsung Galaxy J6 Plus Ram4 Rom64Gb Grs Resmi Samsung SEIN,6
2631,Jakarta Pusat,1.899.000,4.9,"
MULTI SELULAR
",Samsung Galaxy J5 Pro,45
2632,Jakarta Pusat,1.659.000,5.0,"
MULTI SELULAR
",Oppo A71,3
